0.0008	0.00375	0.0033	1.2432e-13	1.3868	2.7071e-11	0.92569	3.5736e-12	0.00885	0.00885
0.00085	0.0037	0.0032	1.3231e-13	1.4719	2.8812e-11	0.92817	3.7316e-12	0.00885	0.00885
0.00085	0.00195	0.0015	1.0389e-13	1.7422	2.2607e-11	0.72096	7.019e-12	0.00885	0.00885
0.00135	0.0027	0.0016	3.8129e-13	1.5967	8.2989e-11	0.96524	7.2594e-12	0.00885	0.00885
0.00095	0.0025	0.00175	5.1292e-14	1.5291	1.1185e-11	0.62092	4.5613e-12	0.00885	0.00885
0.0015	0.00355	0.0023	5.3029e-13	1.5334	1.1541e-10	0.98236	7.0974e-12	0.00885	0.00885
0.00145	0.00385	0.00265	5.1984e-13	1.5085	1.1313e-10	0.98418	6.5793e-12	0.00885	0.00885
0.0013	0.0029	0.00185	1.0486e-13	1.5689	2.2824e-11	0.92319	3.0693e-12	0.00885	0.00885
0.00125	0.00465	0.0038	9.1157e-14	1.3619	1.9838e-11	0.88615	3.3511e-12	0.00885	0.00885
0.0011	0.0021	0.00125	5.7748e-14	1.6172	1.2607e-11	0.59946	5.4376e-12	0.00885	0.00885
0.0016	0.00345	0.0022	1.7076e-13	1.4138	3.7157e-11	0.95674	3.6503e-12	0.00885	0.00885
0.0011	0.00225	0.0015	2.2451e-13	1.5964	4.8848e-11	0.93799	5.8316e-12	0.00885	0.00885
0.0009	0.0025	0.00185	2.0209e-13	1.5839	4.4e-11	0.92962	5.6344e-12	0.00885	0.00885
0.0012	0.00405	0.00315	5.8196e-13	1.4551	1.2658e-10	0.9938	4.5755e-12	0.00885	0.00885
0.00135	0.00405	0.0032	8.3591e-14	1.2121	1.8187e-11	0.81755	4.138e-12	0.00885	0.00885
-0.0015	0.00345	0.0031	4.3564e-14	1.3413	9.4566e-12	0.48415	5.5207e-12	0.00885	0.00885
0.00175	0.004	0.00245	1.7979e-13	1.5093	3.9142e-11	0.96259	3.5592e-12	0.00885	0.00885
0.00075	0.0016	0.00125	2.0444e-13	1.8291	4.4478e-11	0.86465	8.3477e-12	0.00885	0.00885
0.0011	0.00465	0.0038	1.5747e-13	1.35	3.4249e-11	0.95588	3.4e-12	0.00885	0.00885
0.0014	0.0019	0.00095	7.5124e-14	1.7912	1.6397e-11	0.75943	4.5376e-12	0.00885	0.00885
0.00095	0.00235	0.00175	6.4666e-14	1.4484	1.4053e-11	0.70306	4.5916e-12	0.00885	0.00885
0.00075	0.00275	0.0024	1.0004e-13	1.6183	2.1764e-11	0.89997	3.4057e-12	0.00885	0.00885
0.00085	0.0025	0.00195	2.086e-13	1.6316	4.5439e-11	0.92379	6.0836e-12	0.00885	0.00885
0.001	0.0019	0.00105	3.3226e-14	1.5434	7.255e-12	0.44404	4.729e-12	0.00885	0.00885
0.0085	0.0037	0.0003	3.8289e-14	1.0782	8.3762e-12	0.49596	4.7372e-12	0.00885	0.00885
0.0012	0.00295	0.0017	6.922e-14	1.3541	1.503e-11	0.6343	5.9175e-12	0.00885	0.00885
0.001	0.00075	0.0005	3.7223e-14	1.8581	8.0807e-12	0.48885	4.6581e-12	0.00885	0.00885
0.00165	0.0022	0.0008	6.9107e-14	1.3868	3.0207e-11	0.92285	5.5625e-12	0.00885	0.0028
0.0008	0.0011	0.0007	1.7834e-14	1.4268	9.7037e-12	0.7247	4.1713e-12	0.00365	0.00225
0.00095	0.0019	0.00135	5.6632e-14	1.5058	2.3998e-11	0.92249	4.4006e-12	0.0036	0.0029
0.00105	0.00315	0.0024	1.7751e-13	1.4856	4.1931e-11	0.95693	4.2723e-12	0.00395	0.00705
0.0016	0.0045	0.00205	5.9602e-14	0.88833	1.3037e-11	0.53472	6.6854e-12	0.002	0.00855
0.00155	0.00475	0.0032	1.1835e-13	1.4186	2.5674e-11	0.79894	6.2427e-12	0.00585	0.00885
0.00115	0.0016	0.00125	7.8981e-14	1.5839	1.7197e-11	0.71417	5.4447e-12	0.00885	0.00885
0.0016	0.00255	0.0013	5.5851e-14	1.6533	1.2199e-11	0.7197	3.8016e-12	0.00885	0.00885
0.0004	0.00395	0.00275	6.4793e-14	1.1379	1.4096e-11	0.56551	6.6406e-12	0.00885	0.00885
0.00085	0.00265	0.002	5.59e-14	1.5706	1.2237e-11	0.72469	3.7586e-12	0.00885	0.00885
0.00095	0.0017	0.0011	1.6417e-13	1.8465	3.5728e-11	0.86157	6.8e-12	0.00885	0.00885
0.0037	0.00325	0.00165	6.5095e-14	1.2861	1.4199e-11	0.62676	5.7025e-12	0.00885	0.00885
0.00125	0.00295	0.00195	1.4843e-13	1.6678	3.2329e-11	0.90002	5.0573e-12	0.00885	0.00885
0.0038	0.00515	0.0018	1.0748e-13	1.2058	2.3374e-11	0.81469	5.3743e-12	0.00885	0.00885
0.00095	0.0009	0.0004	4.9765e-14	2.0718	1.0799e-11	0.51033	5.8781e-12	0.00885	0.00885
0.00095	0.0032	0.0025	2.8762e-13	1.5994	6.2633e-11	0.95566	6.2344e-12	0.00885	0.00885
0.00215	0.00425	0.0024	2.6371e-13	1.5	5.736e-11	0.92962	7.3454e-12	0.00885	0.00885
0.00105	0.0035	0.0027	2.4627e-13	1.5498	5.3598e-11	0.97413	4.0168e-12	0.00885	0.00885
0.0014	0.0039	0.00265	6.9105e-14	1.5087	1.5079e-11	0.74105	4.4135e-12	0.00885	0.00885
0.0014	0.00325	0.0021	6.2368e-13	1.5255	1.3572e-10	0.98381	7.9876e-12	0.00885	0.00885
0.00145	0.0033	0.00205	4.6988e-13	1.5194	1.0223e-10	0.98012	6.6846e-12	0.00885	0.00885
0.0018	0.003	0.0012	1.1486e-13	1.4741	2.4999e-11	0.72712	7.6245e-12	0.00885	0.00885
0.00145	0.00435	0.0031	4.2785e-13	1.4304	9.3038e-11	0.98896	4.5035e-12	0.00885	0.00885
0.0011	0.0017	0.00085	6.5481e-14	1.7059	1.4305e-11	0.65309	5.3578e-12	0.00885	0.00885
0.0009	0.0011	0.0006	5.4716e-14	1.7821	1.1941e-11	0.60493	5.0776e-12	0.00885	0.00885
0.00135	0.00145	0.0003	6.7793e-14	1.81	1.4751e-11	0.64859	5.5917e-12	0.00885	0.00885
0.0009	0.00215	0.0017	6.5196e-14	1.5016	1.417e-11	0.76514	3.8517e-12	0.00885	0.00885
0.00155	0.00355	0.0015	8.7928e-14	1.5481	1.9102e-11	0.68111	6.6329e-12	0.00885	0.00885
0.004	0.0041	0.0011	1.0877e-13	1.325	2.361e-11	0.78949	5.9292e-12	0.00885	0.00885
0.0022	0.00315	0.00195	1.1953e-13	1.2411	2.6033e-11	0.80546	6.1876e-12	0.00885	0.00885
0.0015	0.00285	0.00165	1.9928e-13	1.5031	4.3379e-11	0.96879	3.5852e-12	0.00885	0.00885
0.0048	0.00355	0.001	6.4364e-14	1.2181	1.6635e-11	0.62394	7.3512e-12	0.00885	0.00585
0.00095	0.0023	0.0013	7.9125e-14	1.4981	1.7217e-11	0.4841	1.0053e-11	0.00585	0.00885
0.0013	0.0017	0.00075	6.9341e-14	1.89	1.5114e-11	0.73272	4.5345e-12	0.00885	0.00885
0.0045	0.0043	0.0006	6.8187e-14	1.3295	1.4826e-11	0.71765	4.6474e-12	0.00885	0.00885
0.0014	0.00205	0.0011	1.0641e-13	1.5848	2.3153e-11	0.87225	4.1934e-12	0.00885	0.00885
0.0012	0.00465	0.0038	9.0627e-14	1.3944	1.9705e-11	0.86268	3.7315e-12	0.00885	0.00885
0.004	0.0058	0.00215	1.1569e-13	1.1979	2.5093e-11	0.76861	6.7465e-12	0.00885	0.00885
0.00165	0.002	0.00075	3.8823e-14	1.4484	1.7993e-11	0.93891	2.9365e-12	0.00885	0.00265
0.0011	0.0019	0.0011	8.6582e-14	1.7827	1.8892e-11	0.72881	5.7332e-12	0.00885	0.00885
0.0026	0.0042	0.00275	7.8825e-14	0.93041	1.7077e-11	0.6563	6.3416e-12	0.00885	0.00885
0.00495	0.0033	0.00045	6.9551e-14	1.4673	1.5099e-11	0.6707	5.3936e-12	0.00885	0.00885
-0.002	0.00145	0.0014	4.6135e-14	1.4706	1.0148e-11	0.40921	7.309e-12	0.0033	0.00885
0.0013	0.0037	0.0027	8.0631e-14	1.233	1.7477e-11	0.7324	5.2483e-12	0.00885	0.00885
0.00095	0.00205	0.00155	9.341e-14	1.7275	2.0323e-11	0.77158	5.4124e-12	0.00885	0.00885
0.001	0.0049	0.00435	6.9423e-14	1.2665	1.5076e-11	0.76827	4.0578e-12	0.00885	0.00885
0.00105	0.0034	0.00265	2.2355e-13	1.505	4.863e-11	0.97648	3.4688e-12	0.00885	0.00885
0.00095	0.003	0.0023	1.1757e-13	1.3802	2.5634e-11	0.91304	3.6989e-12	0.00885	0.00885
0.00135	0.0038	0.00275	3.7364e-13	1.4685	8.1361e-11	0.99056	3.637e-12	0.00885	0.00885
0.00135	0.0032	0.00205	3.9923e-13	1.5299	8.6882e-11	0.97674	6.1616e-12	0.00885	0.00885
0.00115	0.00215	0.0011	7.9487e-14	1.6222	1.7327e-11	0.62573	6.9774e-12	0.00885	0.00885
0.00135	0.00265	0.0016	1.0434e-13	1.5735	2.2701e-11	0.89753	3.6027e-12	0.00885	0.00885
0.0011	0.0012	0.0008	4.3467e-14	1.6147	1.3095e-11	0.72898	4.7345e-12	0.00885	0.0045
0.00075	0.00275	0.0022	1.0399e-13	1.6228	2.2647e-11	0.7108	7.2393e-12	0.0045	0.00885
0.00305	0.00495	0.00405	8.4151e-14	0.88399	1.8164e-11	0.50378	1.0061e-11	0.00885	0.00885
0.0033	0.0025	0.0005	5.2707e-14	1.5174	1.1461e-11	0.61987	4.6869e-12	0.00885	0.00885
0.0009	0.0023	0.0019	7.112e-14	1.4896	1.5491e-11	0.66649	5.5973e-12	0.00885	0.00885
0.0015	0.00355	0.00225	4.5476e-13	1.5043	9.8909e-11	0.9856	5.4808e-12	0.00885	0.00885
0.00105	0.0021	0.0016	6.0532e-14	1.5226	1.3299e-11	0.65533	4.9514e-12	0.00885	0.00885
0.0014	0.00205	0.0011	7.5859e-14	1.5486	2.3305e-11	0.84502	5.7453e-12	0.00885	0.00435
0.0022	0.0033	0.0013	6.31e-14	1.5073	1.5057e-11	0.62229	6.3817e-12	0.00435	0.00695
0.0011	0.00345	0.00255	9.4183e-14	1.548	2.0538e-11	0.77943	5.3326e-12	0.00695	0.00885
0.00105	0.0019	0.00105	3.0864e-14	1.4837	1.4017e-11	0.82029	4.3389e-12	0.00885	0.0027
0.0023	0.003	0.00125	1.0476e-13	1.5979	2.2822e-11	0.65901	8.4136e-12	0.0027	0.00885
0.00165	0.0017	0.00035	3.0491e-14	1.5033	1.8314e-11	0.95192	2.6653e-12	0.00885	0.00205
